index,Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Tags,lat,lng,countries
106482,216 Avenue Jean Jaures 19th arr 75019 Paris France,9/8/2015,7.5,Mercure Paris 19 Philharmonie La Villette, United Kingdom , Very poor breakfast limited choice and not appealing left hotel without breakfast because of it ,No Positive,5.4, business trip  group  standard room with 1 double bed  stayed 2 nights ,48.8886969,2.3945403,france
106684,218 220 rue du Faubourg St Honor 8th arr 75008 Paris France,8/21/2015,7.3,Royal Garden Champs Elysees, United Kingdom , Lack of choice at breakfast, Location,7.9, leisure trip  couple  classic room  stayed 2 nights  submitted from a mobile device ,48.8757155,2.3038781,france
106968,218 rue de Rivoli 1st arr 75001 Paris France,8/4/2015,8.7,H tel Brighton Esprit de France, Australia ,No Negative, Kindness of staff excellent breakfast and nice bed sheets however the towels were mangy,7.9, leisure trip  solo traveler  club single room  stayed 7 nights  submitted from a mobile device ,48.8649306,2.3290844,france
107031,22 24 Rue Faidherbe 11th arr 75011 Paris France,1/14/2016,8.8,H tel Paris Bastille Boutet MGallery by Sofitel, Lebanon ,No Negative, The property was great,7.5, business trip  solo traveler  superior queen room with pool access  stayed 3 nights ,48.8519215,2.3839993,france
107746,22 25 Finsbury Square City Islington London EC2A 1DX UK,10/8/2016,9.2,Montcalm Royal London House City of London, United Kingdom , Power cut in the room for one hour and the spa is not open but advertised that tgere is a spa,No Positive,5.4, business trip  solo traveler  deluxe double room  stayed 1 night  submitted from a mobile device ,51.5218066,-0.0856081,uk
108104,22 28 Broadway Westminster Borough London SW1H 0BH UK,8/4/2015,9.1,Conrad London St James, United States of America , Beds were uncomfortable ,No Positive,9.6, leisure trip  family with older children  twin deluxe room  stayed 3 nights  submitted from a mobile device ,51.4993927,-0.1329128,uk
108124,22 avenue de Villiers 17th arr 75017 Paris France,8/13/2015,8.2,L Edmond H tel, United Kingdom , No views and shower, Location,5.4, leisure trip  couple  suite  stayed 2 nights  submitted from a mobile device ,48.8823111,2.3132374,france
108316,22 Avenue du professeur lemierre 20th arr 75020 Paris France,8/4/2015,7.6,Novotel Suites Paris Montreuil Vincennes, Kuwait , carpet in my room was not so clean , its opesit of weeendarket,8.3, leisure trip  family with older children  superior suite with 1 double bed and 1 single bed  stayed 2 nights  submitted from a mobile device ,48.8554268,2.4152555,france
109797,22 Hertsmere Road Tower Hamlets London E14 4ED UK,8/4/2015,8.9,London Marriott Hotel West India Quay, United Kingdom ,No Negative, Stayed for Ride London and was very well prepared for it ,10.0, leisure trip  couple  deluxe king or twin room  stayed 2 nights  submitted from a mobile device ,51.5072713,-0.0211213,uk
110128,22 Park Lane Westminster Borough London W1K 1BE UK,8/11/2015,7.8,London Hilton on Park Lane, United Kingdom , London is always expensive , All worked very well ,9.2, leisure trip  couple  deluxe king room  stayed 1 night ,51.5055513,-0.1501698,uk
110996,22 Portman Square Westminster Borough London W1H 7BG UK,8/5/2015,7.9,Radisson Blu Portman Hotel London, China , Too expensive, good place good service But too exp,7.1, business trip  solo traveler  standard double room  stayed 2 nights  submitted from a mobile device ,51.5161911,-0.1579487,uk
111026,22 rue d Antin 2nd arr 75002 Paris France,9/21/2015,8.5,H tel France d Antin Op ra, Ireland , Small rooms over priced, Friendly helpful staff good location,7.1, leisure trip  group  superior double room  stayed 3 nights  submitted from a mobile device ,48.8692566,2.3339369,france
111055,22 Rue Danielle Casanova 1st arr 75002 Paris France,8/7/2015,8.8,Hotel Stendhal Place Vend me Paris MGallery by Sofitel, Netherlands , Nothing Just excellent, Location breakfast Room price,10.0, leisure trip  couple  classic room with one queen bed  stayed 3 nights  submitted from a mobile device ,48.8681455,2.3313064,france
111113,22 rue de Buci 6th arr 75006 Paris France,8/6/2015,8.9,H tel De Buci by MH, United States of America , Very very small room made it feel less like a boudoir than we had hoped , The location was superb and the staff friendly and helpful ,9.2, leisure trip  couple  boudoir double room  stayed 4 nights  submitted from a mobile device ,48.8538752,2.3366123,france
111275,22 Rue de La Parcheminerie 5th arr 75005 Paris France,8/4/2015,9.1,Hotel Parc Saint Severin Esprit de France, United Kingdom ,No Negative, The size of the room The location in the Latin Quarter and the fact it was very quiet ,10.0, leisure trip  couple  superior double or twin room  stayed 1 night  submitted from a mobile device ,48.8518584,2.3447798,france
111289,22 Rue Tronchet 8th arr 75008 Paris France,8/9/2015,8.7,Hotel Chavanel, United Arab Emirates , Lift room size, The location is perfect but the room size is very small as well as the lift,6.3, leisure trip  family with young children  classic double room  stayed 1 night  submitted from a mobile device ,48.8721692,2.3262681,france
111388,22 Stanley Gardens Kensington and Chelsea London W11 2NG UK,8/12/2015,8.9,The Portobello Hotel, United States of America ,No Negative, The staff was fantastic in letting us freshen up even despite our early arrival Wonderful stay,9.6, leisure trip  couple  superior double room  stayed 1 night ,51.512257,-0.2034244,uk
111524,221 Rue Saint Honore 1st arr 75001 Paris France,9/27/2015,8.6,Royal Saint Honore, Australia ,No Negative, Friendliness of staff,8.8, business trip  couple  superior double room  stayed 4 nights  submitted from a mobile device ,48.8658792,2.3298903,france
111929,222 Marylebone Road Westminster Borough London NW1 6JQ UK,8/4/2015,9.0,Landmark London, United Kingdom ,No Negative, Beautiful hotel Staff couldn t do enough Food very good,9.6, business trip  couple  executive double room  stayed 1 night ,51.519016,-0.166267,uk
114557,225 Edgware Road Westminster Borough London W2 1JU UK,8/4/2015,7.5,Hilton London Metropole, United Kingdom ,No Negative, location,8.8, leisure trip  couple  executive twin room with lounge access  stayed 2 nights ,51.5195688,-0.170521,uk
114931,225 High Street Kensington Kensington and Chelsea London W8 6SA UK,8/11/2015,7.4,Best Western Seraphine Kensington Olympia, United Kingdom , Not applicable, Everything location of hotel the quality and price,9.6, leisure trip  couple  executive double room  stayed 1 night  submitted from a mobile device ,51.4992791,-0.1973593,uk
115062,225 Ladbroke Grove Kensington and Chelsea London W10 6HQ UK,8/9/2015,8.4,Portobello House, United Kingdom ,No Negative, The staff were extremely helpful the lady on reception was most helpful and made us feel really welcome The food we had in the bar was excellent ,10.0, leisure trip  couple  club king room  stayed 1 night ,51.5199224,-0.2116636,uk
115102,228 Rue De Rivoli 1st arr 75001 Paris France,9/1/2015,9.3,Le Meurice, South Africa ,No Negative, The staff are excellent and extremely proffesional The rooms are exceptional ,10.0, leisure trip  family with young children  superior double room  stayed 2 nights ,48.8653685,2.328218,france
115164,23 25 rue de Pont Neuf 1st arr 75001 Paris France,12/25/2016,8.9,Maison Albar Hotel Paris C line, United Arab Emirates ,No Negative, Absolutely amazing stay The staff are incredible Food fabulous ,10.0, leisure trip  family with young children  junior suite with spa access  stayed 3 nights  submitted from a mobile device ,48.8606187,2.344401,france
116271,23 Leinster Gardens Westminster Borough London W2 3AN UK,8/4/2015,7.0,Henry VIII, United Kingdom , I paid over 100 for a double room ended up with 2 singles pushed together with a room in which the TV didn t work for the whole stay l , The sauna,4.6, leisure trip  couple  basic double room  stayed 1 night  submitted from a mobile device ,51.5124655,-0.182274,uk
116737,23 Mecklenburgh Square Camden London WC1N 2AD UK,8/4/2015,8.5,Goodenough Club, United Kingdom , No room service facilities but its not a hotel in the traditional sense of the word , Central lovely staff good room facilities ,9.2, leisure trip  couple  double or twin room  stayed 1 night ,51.525535,-0.1180354,uk
116792,23 Rue Damr mont 18th arr 75018 Paris France,9/14/2015,8.3,Holiday Inn Paris Montmartre, United States of America ,No Negative, Helpful staff Breakfast plenty of choice Nice room,10.0, leisure trip  couple  double room with mobile phone  stayed 3 nights  submitted from a mobile device ,,,france
116992,23 rue du Faubourg Montmartre 9th arr 75009 Paris France,8/6/2015,8.4,Hotel Pulitzer Paris, United Kingdom , First room was very small and the view was of a very dirty roof We got moved and the new room was better , Location and staff we re very good,8.3, leisure trip  couple  standard double or twin room  stayed 2 nights  submitted from a mobile device ,48.8731996,2.3425446,france
117111,23 Rue Vignon 8th arr 75008 Paris France,8/15/2015,8.8,Hotel Vignon, Australia ,No Negative, Location quiet street staff very helpful and friendly with a good command of English Good eating close by all price ranges,10.0, leisure trip  couple  superior double room  stayed 5 nights  submitted from a mobile device ,48.8717146,2.3261812,france
117225,230 A Mile End Road Tower Hamlets London E1 4LJ UK,7/3/2016,7.4,London Suites, United Kingdom , No cutlery or crockery ,No Positive,8.3, business trip  solo traveler  studio  stayed 3 nights  submitted from a mobile device ,51.5215508,-0.0469238,uk
117427,232 Boulevard Raspail 14th arr 75014 Paris France,8/13/2015,8.9,H tel Aiglon Esprit de France, United Kingdom ,No Negative, Large room Great Brasserie directly outside ,9.6, leisure trip  couple  classic room  stayed 2 nights ,48.8396623,2.3300582,france
117484,234 Diputacio Eixample 08007 Barcelona Spain,8/11/2015,7.8,Sansi Diputacio, United Kingdom , bathroom needs to be refurbished, everything else was quite good,7.1, leisure trip  couple  double room  stayed 2 nights ,41.3882234,2.1644551,spain
118927,239 Vauxhall Bridge Road Westminster Borough London SW1V 1EQ UK,8/4/2015,8.6,Park Plaza Victoria London, United Kingdom , Parking was restrictive, The location,7.5, leisure trip  couple  superior double room  stayed 1 night  submitted from a mobile device ,51.4942539,-0.1414756,uk
119248,24 27 Bedford Place Bloomsbury Camden London WC1B 5JH UK,8/6/2015,8.6,Grange Beauchamp Hotel, United Kingdom , No breakfast in the price Lower ground floor so lots of noise above, Great location very quiet considering you are in the city centre,8.8, leisure trip  family with older children  comfort triple room  stayed 2 nights  submitted from a mobile device ,51.5203266,-0.1245891,uk
119276,24 Egerton Gardens Kensington and Chelsea London SW3 2DB UK,9/18/2016,8.8,The Franklin Hotel Starhotels Collezione, United Arab Emirates , Very smal, Design,8.8, business trip  solo traveler  superior double room  stayed 5 nights  submitted from a mobile device ,51.4960283,-0.1686355,uk
120882,24 Ludgate Hill City of London London EC4M 7DR UK,8/4/2015,8.4,Club Quarters Hotel St Paul s, United Kingdom , The bed and the pillows weren t very comfortable, Very good location excellent staff ,9.2, leisure trip  couple  standard queen room  stayed 1 night ,51.5139298,-0.101126,uk
121003,24 rue Bassano 16th arr 75016 Paris France,8/11/2015,7.9,Hotel Elys es Bassano, United Kingdom ,No Negative, Great location Reception member Julian was very friendly and was very helpful If we return to Paris we will stay there again ,9.2, leisure trip  couple  superior room  stayed 2 nights ,48.8689307,2.2974503,france
121068,24 rue Cadet 9th arr 75009 Paris France,10/29/2015,8.5,Hotel Opera Cadet, United States of America , Nothing, Great staff excellent ,10.0, leisure trip  couple  double room  stayed 1 night  submitted from a mobile device ,48.8754371,2.3434586,france
121260,24 Rue d Amsterdam 9th arr 75009 Paris France,8/4/2015,8.7,Phileas Hotel, China , small corridors stairs, The tea coffee free corner,7.9, leisure trip  couple  double room luxury xxl king size bed  stayed 2 nights ,48.8768854,2.3270623,france
121323,24 Rue De Miromesnil 8th arr 75008 Paris France,8/6/2015,8.0,Holiday Inn Paris Elys es, United Arab Emirates ,No Negative, The staff at the hotel were great and very welcoming and helpful ,8.3, leisure trip  family with young children  twin room  stayed 2 nights ,48.8730437,2.3161144,france
121612,24 rue de Ponthieu 8th arr 75008 Paris France,8/9/2015,8.1,H tel Beauchamps, United Arab Emirates , The room not good the bed is not comfort the hotel, The location,4.2, group  classic room  stayed 11 nights  submitted from a mobile device ,48.87096,2.3091617,france
121786,25 avenue du General Leclerc 14th arr 75014 Paris France,8/6/2015,8.1,Best Western Nouvel Orl ans Montparnasse, United States of America , Size of room and bathroom,No Positive,7.0, leisure trip  couple  double room free wi fi  stayed 1 night  submitted from a mobile device ,48.8309896,2.3297301,france
121822,25 Avenue Montaigne 8th arr 75008 Paris France,8/4/2015,9.3,Hotel Plaza Athenee Paris, United Arab Emirates , Sound proofing should be improved to enhance the privacy of the hotel guests , Amazing atmosphere Very positive vibe ,10.0, leisure trip  couple  deluxe double or twin room  stayed 1 night  submitted from a mobile device ,48.8661932,2.3042141,france
121849,25 Boulevard Auguste Blanqui 13th arr 75013 Paris France,8/5/2015,7.9,Mercure Paris Place d Italie, United Kingdom ,No Negative, The staff are helpful and friendly it s close to the metro 20min to the eiffle tower The shower is awesome ,7.5, leisure trip  couple  standard double room  stayed 2 nights  submitted from a mobile device ,48.830196,2.3529539,france
